id,location_id,location_name
tt0120737,/title/tt0120737/filminglocations/lc0330341,"Poet's Corner, Upper Hutt, Wellington, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc1051909,"South Island, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc1051911,"Harcourt Park, Upper Hutt, Wellington, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc0330349,"Upper Hutt, Wellington, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc0330332,"Camperdown Studios, Camperdown Road, Miramar, Wellington, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc0330338,"Mavora Lakes, Southland, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc0330348,"Twizel, Canterbury, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc0330331,"Arrowtown Recreational Reserve, Arrowtown, Otago, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc1051908,"Te Anau, Southland District, Southland, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc0330340,"Paradise, Glenorchy, Otago, New Zealand"
tt0120737,/title/tt0120737/filminglocations/lc1051918,"Lake Alta, The Remarkables, Nelson, South Island, New Zealand"
